participant ID,object,use_number,use,rater_1,rater_2,rater_3,rater_4,rater_5,rater_6,rater_7,rater_8,rater_9,rater_10,rater_11,rater_12,rater_13,rater_14,rater_15,rater_16,rater_17,rater_18,rater_19,rater_20,rater_21,rater_22,rater_23,rater_24,rater_25,rater_26,rater_27,rater_28,rater_29,rater_30,rater_31,rater_32,rater_33,rater_34,rater_35,rater_36,rater_37,rater_38,rater_39,rater_40,rater_41,rater_42,rater_43,rater_44,rater_45
412,נעל,8,ארנק,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,5.0,nan
412,נעל,9,תבנית לעוגה,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,5.0,nan
1673,נעל,1,לנעול אותם על הרגליים,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
1673,נעל,2,עציץ,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,3.0,nan
1673,נעל,3,כלי הגשה לאוכל,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,4.0,nan
1673,נעל,4,לזרוק על משהו גבוה כדי להוריד אותו למטה,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,2.0,nan,nan,nan,2.0,nan
1673,נעל,5,כלי נשק,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,4.0,nan,nan,nan,4.0,nan
1316,נעל,1,פריט עיצוב לבית,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,3.0,nan
1316,נעל,2,זריקה לרוחק,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,2.0,nan
1316,נעל,1,לנעול אותם על הרגליים,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
1316,נעל,2,להיראות יותר גבוה/ה,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,1.0,nan
1316,נעל,3,פריט אופנתי,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
1316,נעל,4,אדנית פרחים,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,5.0,nan
1679,נעל,1,עציץ,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,3.0,nan
1679,נעל,2,סירה לבובות,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,5.0,nan,nan,nan,4.0,nan
1679,נעל,3,קלמר,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,5.0,nan
1672,נעל,1,עציץ,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,3.0,nan
1672,נעל,2,להרוג חרקים,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,1.0,nan
1513,נעל,1,לכסות את כף הרגל למנוע פציעות,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
1513,נעל,2,פריט אופנתי,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
1632,נעל,1,הליכה,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
1632,נעל,2,ריצה,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
1632,נעל,3,פריט לקנה מידה,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,2.0,nan
1802,נעל,1,כפפה,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,4.0,nan
1802,נעל,2,כלי הגשה לאוכל,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,4.0,nan
1649,נעל,1,עציץ,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,3.0,nan
1649,נעל,2,משפך מים להשקיית פרחים,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,5.0,nan,nan,nan,5.0,nan
1793,נעל,1,עציץ,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,3.0,nan
1793,נעל,2,משקולת נייר,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,3.0,nan
1793,נעל,3,כוס,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,5.0,nan
405,נעל,1,מעצור לדלת,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,2.0,nan
405,נעל,2,עציץ,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,3.0,nan
405,נעל,3,צעצוע לכלב,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,4.0,nan,nan,nan,2.0,nan
405,נעל,4,מתקן לנייר טואלט,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,5.0,nan
405,נעל,5,תחנת עגינה לטלפון,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,4.0,nan,nan,nan,4.0,nan
405,נעל,6,מקום אחסון לדיאודורנט ספריי,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,4.0,nan
1640,נעל,1,קלמר,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,5.0,nan
1640,נעל,2,אחסון לגרביים בנסיעה,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,5.0,nan,3.0,nan,nan,nan,2.0,nan
1640,נעל,3,צעצוע לכלב,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,4.0,nan,nan,nan,2.0,nan
1637,עיפרון,1,להוציא דברים ממקומות קטנים,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0
1637,עיפרון,2,מקלון אוזניים,5.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0
1637,עיפרון,3,משחק לכלב,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,3.0
1637,עיפרון,4,את חפירה,5.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0
1637,עיפרון,5,מזלג,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1637,עיפרון,6,להקליד באמצעותו במקלדת,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,2.0
1637,עיפרון,7,לנקב חור בחגורה,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,3.0
1839,עיפרון,1,לאסוף את השיער,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,3.0
1839,עיפרון,2,לגרד,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,2.0
1839,עיפרון,3,להוציא דברים ממקומות קטנים,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0
1839,עיפרון,4,ללחוץ בעזרתו על כפתורים,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,2.0
1839,עיפרון,5,כלי הקשה,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,3.0
1292,עיפרון,1,לאסוף את השיער,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,3.0
1292,עיפרון,2,חסימת חור מנעול של דלת,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1292,עיפרון,3,לתלות דחליל,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1815,עיפרון,1,קיסם,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1815,עיפרון,2,שיפוד,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0
1815,עיפרון,3,חומר למדורה,3.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,3.0,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,2.0
1106,עיפרון,1,לאסוף את השיער,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,3.0
1106,עיפרון,2,כלי נשק,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0
1106,עיפרון,3,חרב,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,4.0
1106,עיפרון,4,צ'ופסטיקס,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,2.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,4.0
1106,עיפרון,5,תליון,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1106,עיפרון,6,שרוך לנעל,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1610,עיפרון,1,מחוגה,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,3.0
1610,עיפרון,2,לשחק שלוש מקלות,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,2.0
1610,עיפרון,3,לשחק דוקים,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0
1610,עיפרון,4,לפרוץ דלת,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,5.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1610,עיפרון,5,להשתמש בשביל להוציא משחה משפופרת,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,5.0
1647,עיפרון,1,לגלף ממנו נחש,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0
1647,עיפרון,3,לאסוף את השיער,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,3.0
1647,עיפרון,4,לשחק דוקים,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0
765,עיפרון,1,לאסוף את השיער,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,3.0
765,עיפרון,2,מקל תיפוף,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,3.0
765,עיפרון,3,משחק,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,5.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,2.0
1889,עיפרון,1,מחזיק ניירות,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1889,עיפרון,2,מקל שיניים,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1889,עיפרון,3,משחיז סכינים,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1889,עיפרון,4,ליפוף חוטים,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0
1889,עיפרון,5,גלגל,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,5.0
1889,עיפרון,6,מחורר,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,4.0
1889,עיפרון,7,כלי נשק,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0
1889,עיפרון,8,מחק,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0
1892,עיפרון,1,כלי נשק,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0
